Средство;Широта;Долгота
09 09:39:16  ;  55.891635 ;  37.800458333  
09 09:39:21  ;  55.89416 ;  37.794773333  
09 09:39:26  ;  55.89666 ;  37.789138333  
09 09:39:31  ;  55.899156667 ;  37.783516667  
09 09:39:36  ;  55.901641667 ;  37.77789  
09 09:39:41  ;  55.90412 ;  37.772268333  
09 09:39:46  ;  55.906601667 ;  37.76665  
09 09:39:51  ;  55.9091 ;  37.761021667  
09 09:39:56  ;  55.911618333 ;  37.755355  
09 09:40:01  ;  55.914166667 ;  37.749636667  
09 09:40:06  ;  55.916751667 ;  37.743858333  
09 09:40:11  ;  55.91937 ;  37.738008333  
09 09:40:16  ;  55.921963333 ;  37.732045  
09 09:40:21  ;  55.924416667 ;  37.725836667  
09 09:40:26  ;  55.926691667 ;  37.719343333  
09 09:40:31  ;  55.92876 ;  37.712598333  
09 09:40:36  ;  55.930616667 ;  37.70555  
09 09:40:41  ;  55.932151667 ;  37.698151667  
09 09:40:46  ;  55.933361667 ;  37.69046  
09 09:40:51  ;  55.934283333 ;  37.682553333  
09 09:40:56  ;  55.934988333 ;  37.674503333  
09 09:41:01  ;  55.935621667 ;  37.666421667  
09 09:41:06  ;  55.936255 ;  37.658281667  
09 09:41:11  ;  55.936893333 ;  37.650128333  
09 09:41:16  ;  55.937546667 ;  37.641996667  
09 09:41:21  ;  55.938201667 ;  37.633893333  
09 09:41:26  ;  55.93886 ;  37.625833333  
09 09:41:31  ;  55.939526667 ;  37.617816667  
09 09:41:36  ;  55.940181667 ;  37.609835  
09 09:41:41  ;  55.94083 ;  37.601883333  
09 09:41:46  ;  55.94148 ;  37.593951667  
09 09:41:51  ;  55.942128333 ;  37.585916667  
09 09:41:56  ;  55.942838333 ;  37.57759  
09 09:42:01  ;  55.943568333 ;  37.569248333  
09 09:42:06  ;  55.944275 ;  37.560951667  
09 09:42:11  ;  55.94496 ;  37.552696667  
09 09:42:16  ;  55.94563 ;  37.544475  
09 09:42:21  ;  55.946293333 ;  37.536296667  
09 09:42:26  ;  55.946955 ;  37.52816  
09 09:42:31  ;  55.947616667 ;  37.520051667  
09 09:42:36  ;  55.948275 ;  37.511966667  
09 09:42:41  ;  55.948931667 ;  37.503901667  
09 09:42:46  ;  55.949588333 ;  37.495858333  
09 09:42:51  ;  55.950243333 ;  37.48784  
09 09:42:56  ;  55.950898333 ;  37.479855  
09 09:43:01  ;  55.951545 ;  37.4719  
09 09:43:06  ;  55.952183333 ;  37.463968333  
09 09:43:11  ;  55.95282 ;  37.456065  
09 09:43:16  ;  55.953455 ;  37.448191667  
09 09:43:21  ;  55.954086667 ;  37.440345  
09 09:43:26  ;  55.954721667 ;  37.432521667  
09 09:43:31  ;  55.955366667 ;  37.424715  
09 09:43:36  ;  55.955996667 ;  37.416913333  
09 09:43:41  ;  55.9566 ;  37.409136667  
09 09:43:46  ;  55.95718 ;  37.401411667  
09 09:43:51  ;  55.957743333 ;  37.39375  
09 09:43:56  ;  55.958303333 ;  37.386148333  
09 09:44:01  ;  55.958866667 ;  37.378576667  
09 09:44:06  ;  55.959435 ;  37.370996667  
09 09:44:11  ;  55.95995 ;  37.363373333  
09 09:44:16  ;  55.960351667 ;  37.355696667  
09 09:44:21  ;  55.960618333 ;  37.34798  
09 09:44:26  ;  55.960726667 ;  37.340203333  
09 09:44:31  ;  55.960786667 ;  37.332396667  
09 09:44:36  ;  55.960931667 ;  37.32459  
09 09:44:41  ;  55.961201667 ;  37.316796667  
09 09:44:46  ;  55.961578333 ;  37.309035  
09 09:44:51  ;  55.961956667 ;  37.30128  
09 09:44:56  ;  55.962323333 ;  37.29352  
09 09:45:01  ;  55.962705 ;  37.285745  
09 09:45:06  ;  55.9631 ;  37.277933333  
09 09:45:11  ;  55.963496667 ;  37.270105  
09 09:45:16  ;  55.963891667 ;  37.262273333  
09 09:45:21  ;  55.964286667 ;  37.254436667  
09 09:45:26  ;  55.96468 ;  37.246595  
09 09:45:31  ;  55.96507 ;  37.238738333  
09 09:45:36  ;  55.965465 ;  37.230873333  
09 09:45:41  ;  55.965865 ;  37.223008333  
09 09:45:46  ;  55.966268333 ;  37.215141667  
09 09:45:51  ;  55.966666667 ;  37.207256667  
09 09:45:56  ;  55.967056667 ;  37.19935  
09 09:46:01  ;  55.967438333 ;  37.191421667  
09 09:46:06  ;  55.967821667 ;  37.183481667  
09 09:46:11  ;  55.968203333 ;  37.175516667  
09 09:46:16  ;  55.968573333 ;  37.167531667  
09 09:46:21  ;  55.968918333 ;  37.15955  
09 09:46:26  ;  55.969248333 ;  37.151573333  
09 09:46:31  ;  55.969573333 ;  37.143591667  
09 09:46:36  ;  55.969901667 ;  37.135596667  
09 09:46:41  ;  55.970233333 ;  37.127591667  
09 09:46:46  ;  55.970573333 ;  37.11957  
09 09:46:51  ;  55.970916667 ;  37.111538333  
09 09:46:56  ;  55.971256667 ;  37.10351  
09 09:47:01  ;  55.97159 ;  37.095488333  
09 09:47:06  ;  55.971915 ;  37.08747  
09 09:47:11  ;  55.972243333 ;  37.079448333  
09 09:47:16  ;  55.97258 ;  37.07142  
09 09:47:21  ;  55.972926667 ;  37.06337  
09 09:47:26  ;  55.973276667 ;  37.05531  
09 09:47:31  ;  55.97362 ;  37.047256667  
09 09:47:36  ;  55.973951667 ;  37.039208333  
09 09:47:41  ;  55.974276667 ;  37.031141667  
09 09:47:46  ;  55.974605 ;  37.02305  
09 09:47:51  ;  55.97495 ;  37.014953333  
09 09:47:56  ;  55.975298333 ;  37.006865  
09 09:48:01  ;  55.975636667 ;  36.998778333  
09 09:48:06  ;  55.97596 ;  36.990698333  
09 09:48:11  ;  55.976271667 ;  36.982615  
09 09:48:16  ;  55.976576667 ;  36.974521667  
09 09:48:21  ;  55.976883333 ;  36.96642  
09 09:48:26  ;  55.977198333 ;  36.958318333  
09 09:48:31  ;  55.977515 ;  36.950228333  
09 09:48:36  ;  55.977835 ;  36.942151667  
09 09:48:41  ;  55.97817 ;  36.934076667  
09 09:48:46  ;  55.978521667 ;  36.92599  
09 09:48:51  ;  55.978891667 ;  36.917881667  
09 09:48:56  ;  55.979271667 ;  36.909763333  
09 09:49:01  ;  55.979631667 ;  36.901645  
09 09:49:06  ;  55.979973333 ;  36.89353  
09 09:49:11  ;  55.980313333 ;  36.8854  
09 09:49:16  ;  55.980663333 ;  36.877248333  
09 09:49:21  ;  55.981028333 ;  36.86907  
09 09:49:26  ;  55.981401667 ;  36.860881667  
09 09:49:31  ;  55.981775 ;  36.852685  
09 09:49:36  ;  55.982135 ;  36.844475  
09 09:49:41  ;  55.982493333 ;  36.836281667  
09 09:49:46  ;  55.982908333 ;  36.828115  
09 09:49:51  ;  55.983598333 ;  36.820008333  
09 09:49:56  ;  55.984625 ;  36.812021667  
09 09:50:01  ;  55.985831667 ;  36.80416  
09 09:50:06  ;  55.987055 ;  36.796343333  
09 09:50:11  ;  55.988303333 ;  36.78854  
09 09:50:16  ;  55.989766667 ;  36.78085  
09 09:50:21  ;  55.99156 ;  36.773403333  
09 09:50:26  ;  55.993681667 ;  36.766308333  
09 09:50:31  ;  55.99594 ;  36.759416667  
09 09:50:36  ;  55.998128333 ;  36.752476667  
09 09:50:41  ;  56.000213333 ;  36.74542  
09 09:50:46  ;  56.002263333 ;  36.738325  
09 09:50:51  ;  56.00431 ;  36.73121  
09 09:50:56  ;  56.006356667 ;  36.724085  
09 09:51:01  ;  56.008408333 ;  36.716955  
09 09:51:06  ;  56.010456667 ;  36.709823333  
09 09:51:11  ;  56.0125 ;  36.702695  
09 09:51:16  ;  56.01454 ;  36.695568333  
09 09:51:21  ;  56.016585 ;  36.688453333  
09 09:51:26  ;  56.018638333 ;  36.68135  
09 09:51:31  ;  56.020693333 ;  36.674248333  
09 09:51:36  ;  56.022746667 ;  36.667148333  
09 09:51:41  ;  56.0248 ;  36.660043333  
09 09:51:46  ;  56.026853333 ;  36.652931667  
09 09:51:51  ;  56.028911667 ;  36.645813333  
09 09:51:56  ;  56.030966667 ;  36.638698333  
09 09:52:01  ;  56.03302 ;  36.63159  
09 09:52:06  ;  56.03507 ;  36.624486667  
09 09:52:11  ;  56.037115 ;  36.617386667  
09 09:52:16  ;  56.039158333 ;  36.610285  
09 09:52:21  ;  56.041215 ;  36.603188333  
09 09:52:26  ;  56.043275 ;  36.596098333  
09 09:52:31  ;  56.045338333 ;  36.58902  
09 09:52:36  ;  56.0474 ;  36.58195  
09 09:52:41  ;  56.049456667 ;  36.574881667  
09 09:52:46  ;  56.051508333 ;  36.567805  
09 09:52:51  ;  56.05356 ;  36.560716667  
09 09:52:56  ;  56.055611667 ;  36.553611667  
09 09:53:01  ;  56.057668333 ;  36.546508333  
09 09:53:06  ;  56.059731667 ;  36.53941  
09 09:53:11  ;  56.061793333 ;  36.532313333  
09 09:53:16  ;  56.063851667 ;  36.525216667  
09 09:53:21  ;  56.065903333 ;  36.518111667  
09 09:53:26  ;  56.067955 ;  36.511008333  
09 09:53:31  ;  56.070005 ;  36.503898333  
09 09:53:36  ;  56.07205 ;  36.4968  
09 09:53:41  ;  56.074096667 ;  36.489698333  
09 09:53:46  ;  56.076135 ;  36.482591667  
09 09:53:51  ;  56.078171667 ;  36.475478333  
09 09:53:56  ;  56.080208333 ;  36.46836  
09 09:54:01  ;  56.082246667 ;  36.46123  
09 09:54:06  ;  56.084286667 ;  36.454101667  
09 09:54:11  ;  56.086328333 ;  36.446975  
09 09:54:16  ;  56.088365 ;  36.439853333  
09 09:54:21  ;  56.090395 ;  36.43273  
09 09:54:26  ;  56.092421667 ;  36.425595  
09 09:54:31  ;  56.09445 ;  36.418455  
09 09:54:36  ;  56.096476667 ;  36.411311667  
09 09:54:41  ;  56.098503333 ;  36.404171667  
09 09:54:46  ;  56.100525 ;  36.397033333  
09 09:54:51  ;  56.102548333 ;  36.389893333  
09 09:54:56  ;  56.104571667 ;  36.382743333  
09 09:55:01  ;  56.106605 ;  36.375593333  
09 09:55:06  ;  56.108646667 ;  36.36845  
09 09:55:11  ;  56.11069 ;  36.361315  
09 09:55:16  ;  56.112731667 ;  36.354175  
09 09:55:21  ;  56.114776667 ;  36.347045  
09 09:55:26  ;  56.116821667 ;  36.339913333  
09 09:55:31  ;  56.118868333 ;  36.332776667  
09 09:55:36  ;  56.120916667 ;  36.325638333  
09 09:55:41  ;  56.12297 ;  36.318501667  
09 09:55:46  ;  56.125033333 ;  36.311376667  
09 09:55:51  ;  56.127101667 ;  36.304268333  
09 09:55:56  ;  56.129168333 ;  36.297181667  
09 09:56:01  ;  56.131225 ;  36.290098333  
09 09:56:06  ;  56.133266667 ;  36.282991667  
09 09:56:11  ;  56.135303333 ;  36.275855  
09 09:56:16  ;  56.137336667 ;  36.26871  
09 09:56:21  ;  56.139375 ;  36.261565  
09 09:56:26  ;  56.14142 ;  36.254433333  
09 09:56:31  ;  56.143471667 ;  36.24732  
09 09:56:36  ;  56.145521667 ;  36.240215  
09 09:56:41  ;  56.147556667 ;  36.233098333  
09 09:56:46  ;  56.149586667 ;  36.225956667  
09 09:56:51  ;  56.151618333 ;  36.218796667  
09 09:56:56  ;  56.153656667 ;  36.211643333  
09 09:57:01  ;  56.1557 ;  36.204501667  
09 09:57:06  ;  56.157751667 ;  36.197346667  
09 09:57:11  ;  56.159781667 ;  36.190163333  
09 09:57:16  ;  56.16175 ;  36.18299  
09 09:57:21  ;  56.163695 ;  36.175843333  
09 09:57:26  ;  56.16567 ;  36.168665  
09 09:57:31  ;  56.167726667 ;  36.161466667  
09 09:57:36  ;  56.169831667 ;  36.154258333  
09 09:57:41  ;  56.171953333 ;  36.147056667  
09 09:57:46  ;  56.174066667 ;  36.139928333  
09 09:57:51  ;  56.17613 ;  36.132861667  
09 09:57:56  ;  56.17816 ;  36.125786667  
09 09:58:01  ;  56.1802 ;  36.118658333  
09 09:58:06  ;  56.182276667 ;  36.111475  
09 09:58:11  ;  56.184396667 ;  36.10427  
09 09:58:16  ;  56.186558333 ;  36.09709  
09 09:58:21  ;  56.188711667 ;  36.089988333  
09 09:58:26  ;  56.190835 ;  36.083008333  
09 09:58:31  ;  56.192928333 ;  36.076026667  
09 09:58:36  ;  56.195033333 ;  36.06896  
09 09:58:41  ;  56.197158333 ;  36.061738333  
09 09:58:46  ;  56.199275 ;  36.054448333  
09 09:58:51  ;  56.201401667 ;  36.04717  
09 09:58:56  ;  56.20354 ;  36.039901667  
09 09:59:01  ;  56.205688333 ;  36.032633333  
09 09:59:06  ;  56.207833333 ;  36.025361667  
09 09:59:11  ;  56.209976667 ;  36.018093333  
09 09:59:16  ;  56.212126667 ;  36.010826667  
09 09:59:21  ;  56.214278333 ;  36.003551667  
09 09:59:26  ;  56.216421667 ;  35.996273333  
09 09:59:31  ;  56.21855 ;  35.988991667  
09 09:59:36  ;  56.220673333 ;  35.981705  
09 09:59:41  ;  56.222791667 ;  35.974415  
09 09:59:46  ;  56.22492 ;  35.967126667  
09 09:59:51  ;  56.227053333 ;  35.959846667  
09 09:59:56  ;  56.22919 ;  35.952575  
09 10:00:01  ;  56.231323333 ;  35.945301667  
09 10:00:06  ;  56.233461667 ;  35.938015  
09 10:00:11  ;  56.235598333 ;  35.930706667  
09 10:00:16  ;  56.237731667 ;  35.923381667  
09 10:00:21  ;  56.239863333 ;  35.916063333  
09 10:00:26  ;  56.242001667 ;  35.90876  
09 10:00:31  ;  56.244143333 ;  35.901465  
09 10:00:36  ;  56.246286667 ;  35.894173333  
09 10:00:41  ;  56.248431667 ;  35.886881667  
09 10:00:46  ;  56.25058 ;  35.87959  
09 10:00:51  ;  56.252733333 ;  35.872305  
09 10:00:56  ;  56.254873333 ;  35.864993333  
09 10:01:01  ;  56.257016667 ;  35.857698333  
09 10:01:06  ;  56.259156667 ;  35.850408333  
09 10:01:11  ;  56.261293333 ;  35.843115  
09 10:01:16  ;  56.26343 ;  35.835818333  
09 10:01:21  ;  56.265565 ;  35.828525  
09 10:01:26  ;  56.267703333 ;  35.821246667  
09 10:01:31  ;  56.269846667 ;  35.813978333  
09 10:01:36  ;  56.271983333 ;  35.806705  
09 10:01:41  ;  56.274118333 ;  35.799425  
09 10:01:46  ;  56.276258333 ;  35.792141667  
09 10:01:51  ;  56.278398333 ;  35.784856667  
09 10:01:56  ;  56.280535 ;  35.77757  
09 10:02:01  ;  56.28267 ;  35.770283333  
09 10:02:06  ;  56.284806667 ;  35.762995  
09 10:02:11  ;  56.286943333 ;  35.755703333  
09 10:02:16  ;  56.289073333 ;  35.748413333  
09 10:02:21  ;  56.291203333 ;  35.741136667  
09 10:02:26  ;  56.293331667 ;  35.73386  
09 10:02:31  ;  56.295461667 ;  35.72657  
09 10:02:36  ;  56.297581667 ;  35.719268333  
09 10:02:41  ;  56.299688333 ;  35.71196  
09 10:02:46  ;  56.301781667 ;  35.704648333  
09 10:02:51  ;  56.303853333 ;  35.697321667  
09 10:02:56  ;  56.3059 ;  35.689976667  
09 10:03:01  ;  56.307935 ;  35.682623333  
09 10:03:06  ;  56.309931667 ;  35.675291667  
09 10:03:11  ;  56.311956667 ;  35.667928333  
09 10:03:16  ;  56.313988333 ;  35.660561667  
09 10:03:21  ;  56.31601 ;  35.653195  
09 10:03:26  ;  56.318028333 ;  35.645825  
09 10:03:31  ;  56.32005 ;  35.638448333  
09 10:03:36  ;  56.322076667 ;  35.631061667  
09 10:03:41  ;  56.324118333 ;  35.62367  
09 10:03:46  ;  56.326166667 ;  35.61627  
09 10:03:51  ;  56.32821 ;  35.608858333  
09 10:03:56  ;  56.330246667 ;  35.60144  
09 10:04:01  ;  56.332276667 ;  35.594015  
09 10:04:06  ;  56.334301667 ;  35.586576667  
09 10:04:11  ;  56.336318333 ;  35.57914  
09 10:04:16  ;  56.338325 ;  35.57171  
09 10:04:21  ;  56.340333333 ;  35.564285  
09 10:04:26  ;  56.34234 ;  35.556861667  
09 10:04:31  ;  56.344348333 ;  35.549451667  
09 10:04:36  ;  56.34636 ;  35.542023333  
09 10:04:41  ;  56.348383333 ;  35.534588333  
09 10:04:46  ;  56.350468333 ;  35.527235  
09 10:04:51  ;  56.352623333 ;  35.519966667  
09 10:04:56  ;  56.354766667 ;  35.51271  
09 10:05:01  ;  56.356895 ;  35.505448333  
09 10:05:06  ;  56.359013333 ;  35.498181667  
09 10:05:11  ;  56.361128333 ;  35.490918333  
09 10:05:16  ;  56.363241667 ;  35.483661667  
09 10:05:21  ;  56.365353333 ;  35.4764  
09 10:05:26  ;  56.36747 ;  35.469123333  
09 10:05:31  ;  56.36958 ;  35.461866667  
09 10:05:36  ;  56.371675 ;  35.454611667  
09 10:05:41  ;  56.373765 ;  35.447343333  
09 10:05:46  ;  56.375853333 ;  35.440061667  
09 10:05:51  ;  56.377938333 ;  35.432781667  
09 10:05:56  ;  56.380023333 ;  35.425495  
09 10:06:01  ;  56.382105 ;  35.418216667  
09 10:06:06  ;  56.384175 ;  35.410935  
09 10:06:11  ;  56.386238333 ;  35.40366  
09 10:06:16  ;  56.388295 ;  35.396393333  
09 10:06:21  ;  56.390346667 ;  35.389131667  
09 10:06:26  ;  56.392401667 ;  35.381876667  
09 10:06:31  ;  56.394471667 ;  35.374633333  
09 10:06:36  ;  56.396553333 ;  35.367408333  
09 10:06:41  ;  56.398636667 ;  35.36019  
09 10:06:46  ;  56.400706667 ;  35.352963333  
09 10:06:51  ;  56.40276 ;  35.345731667  
09 10:06:56  ;  56.404801667 ;  35.338498333  
09 10:07:01  ;  56.406836667 ;  35.331255  
09 10:07:06  ;  56.408878333 ;  35.324018333  
09 10:07:11  ;  56.410926667 ;  35.316788333  
09 10:07:16  ;  56.412986667 ;  35.309566667  
09 10:07:21  ;  56.41507 ;  35.302366667  
09 10:07:26  ;  56.417161667 ;  35.29518  
09 10:07:31  ;  56.419246667 ;  35.288  
09 10:07:36  ;  56.421325 ;  35.28081  
09 10:07:41  ;  56.423396667 ;  35.273611667  
09 10:07:46  ;  56.425468333 ;  35.266396667  
09 10:07:51  ;  56.427536667 ;  35.259181667  
09 10:07:56  ;  56.429605 ;  35.25197  
09 10:08:01  ;  56.431668333 ;  35.24476  
09 10:08:06  ;  56.433733333 ;  35.237556667  
09 10:08:11  ;  56.435796667 ;  35.230353333  
09 10:08:16  ;  56.437861667 ;  35.223148333  
09 10:08:21  ;  56.439921667 ;  35.215958333  
09 10:08:26  ;  56.441971667 ;  35.208786667  
09 10:08:31  ;  56.444015 ;  35.201616667  
09 10:08:36  ;  56.446056667 ;  35.194438333  
09 10:08:41  ;  56.448091667 ;  35.187243333  
09 10:08:46  ;  56.45012 ;  35.180036667  
09 10:08:51  ;  56.452138333 ;  35.172821667  
09 10:08:56  ;  56.454171667 ;  35.165615  
09 10:09:01  ;  56.456215 ;  35.158421667  
09 10:09:06  ;  56.458261667 ;  35.151235  
09 10:09:11  ;  56.460301667 ;  35.144051667  
09 10:09:16  ;  56.46233 ;  35.136868333  
09 10:09:21  ;  56.464345 ;  35.129671667  
09 10:09:26  ;  56.466365 ;  35.122461667  
09 10:09:31  ;  56.468383333 ;  35.115251667  
09 10:09:36  ;  56.47039 ;  35.108043333  
09 10:09:41  ;  56.472385 ;  35.100833333  
09 10:09:46  ;  56.474381667 ;  35.093616667  
09 10:09:51  ;  56.476395 ;  35.086386667  
09 10:09:56  ;  56.478408333 ;  35.079165  
09 10:10:01  ;  56.480421667 ;  35.071941667  
09 10:10:06  ;  56.482416667 ;  35.064715  
09 10:10:11  ;  56.484391667 ;  35.057468333  
09 10:10:16  ;  56.486351667 ;  35.05021  
09 10:10:21  ;  56.488326667 ;  35.042938333  
09 10:10:26  ;  56.490318333 ;  35.035678333  
09 10:10:31  ;  56.492318333 ;  35.028415  
09 10:10:36  ;  56.494315 ;  35.021141667  
09 10:10:41  ;  56.496303333 ;  35.013861667  
09 10:10:46  ;  56.498276667 ;  35.006586667  
09 10:10:51  ;  56.500223333 ;  34.999308333  
09 10:10:56  ;  56.502165 ;  34.992013333  
09 10:11:01  ;  56.504113333 ;  34.984693333  
09 10:11:06  ;  56.506061667 ;  34.977403333  
09 10:11:11  ;  56.50779 ;  34.969896667  
09 10:11:16  ;  56.508825 ;  34.961848333  
09 10:11:21  ;  56.508536667 ;  34.953155  
09 10:11:26  ;  56.506866667 ;  34.944683333  
09 10:11:31  ;  56.503815 ;  34.937395  
09 10:11:36  ;  56.500025 ;  34.931683333  
09 10:11:41  ;  56.495606667 ;  34.92776  
09 10:11:46  ;  56.490783333 ;  34.926193333  
09 10:11:51  ;  56.485936667 ;  34.926086667  
09 10:11:56  ;  56.481188333 ;  34.926176667  
09 10:12:01  ;  56.476455 ;  34.926286667  
09 10:12:06  ;  56.471718333 ;  34.926433333  
09 10:12:11  ;  56.46697 ;  34.926501667  
09 10:12:16  ;  56.462221667 ;  34.92627  
09 10:12:21  ;  56.457473333 ;  34.925706667  
09 10:12:26  ;  56.452733333 ;  34.924815  
09 10:12:31  ;  56.448015 ;  34.923608333  
09 10:12:36  ;  56.44331 ;  34.922148333  
09 10:12:41  ;  56.438606667 ;  34.920695  
09 10:12:46  ;  56.433875 ;  34.919516667  
09 10:12:51  ;  56.429128333 ;  34.918743333  
09 10:12:56  ;  56.424378333 ;  34.918396667  
09 10:13:01  ;  56.41963 ;  34.918295  
09 10:13:06  ;  56.414885 ;  34.918255  
09 10:13:11  ;  56.410145 ;  34.918246667  
09 10:13:16  ;  56.405403333 ;  34.918258333  
09 10:13:21  ;  56.400661667 ;  34.918253333  
09 10:13:26  ;  56.395915 ;  34.91823  
09 10:13:31  ;  56.391161667 ;  34.918185  
09 10:13:36  ;  56.386393333 ;  34.918121667  
09 10:13:41  ;  56.381613333 ;  34.918055  
09 10:13:46  ;  56.376811667 ;  34.917986667  
09 10:13:51  ;  56.371993333 ;  34.91773  
09 10:13:56  ;  56.367166667 ;  34.917208333  
09 10:14:01  ;  56.362345 ;  34.916648333  
09 10:14:06  ;  56.357525 ;  34.916111667  
09 10:14:11  ;  56.352691667 ;  34.915603333  
09 10:14:16  ;  56.347848333 ;  34.915123333  
09 10:14:21  ;  56.342996667 ;  34.914665  
09 10:14:26  ;  56.338136667 ;  34.91421  
09 10:14:31  ;  56.333268333 ;  34.913748333  
09 10:14:36  ;  56.328393333 ;  34.913278333  
09 10:14:41  ;  56.32351 ;  34.912811667  
09 10:14:46  ;  56.318616667 ;  34.91236  
09 10:14:51  ;  56.313715 ;  34.911926667  
09 10:14:56  ;  56.308803333 ;  34.9115  
09 10:15:01  ;  56.303883333 ;  34.911071667  
09 10:15:06  ;  56.298953333 ;  34.910636667  
09 10:15:11  ;  56.294021667 ;  34.910201667  
09 10:15:16  ;  56.289083333 ;  34.909771667  
09 10:15:21  ;  56.284136667 ;  34.909345  
09 10:15:26  ;  56.279181667 ;  34.908918333  
09 10:15:31  ;  56.274218333 ;  34.90849  
09 10:15:36  ;  56.269248333 ;  34.908068333  
09 10:15:41  ;  56.264273333 ;  34.907648333  
09 10:15:46  ;  56.25929 ;  34.907228333  
09 10:15:51  ;  56.2543 ;  34.906805  
09 10:15:56  ;  56.249305 ;  34.906368333  
09 10:16:01  ;  56.244306667 ;  34.905925  
09 10:16:06  ;  56.239311667 ;  34.905488333  
09 10:16:11  ;  56.234316667 ;  34.905078333  
09 10:16:16  ;  56.229321667 ;  34.90469  
09 10:16:21  ;  56.224321667 ;  34.904308333  
09 10:16:26  ;  56.219318333 ;  34.903915  
09 10:16:31  ;  56.214315 ;  34.903506667  
09 10:16:36  ;  56.209308333 ;  34.903061667  
09 10:16:41  ;  56.204306667 ;  34.902451667  
09 10:16:46  ;  56.199305 ;  34.901745  
09 10:16:51  ;  56.194306667 ;  34.900891667  
09 10:16:56  ;  56.189315 ;  34.899958333  
09 10:17:01  ;  56.184325 ;  34.899028333  
09 10:17:06  ;  56.179338333 ;  34.8981  
09 10:17:11  ;  56.174346667 ;  34.897181667  
09 10:17:16  ;  56.169351667 ;  34.89628  
09 10:17:21  ;  56.164356667 ;  34.895395  
09 10:17:26  ;  56.159365 ;  34.894515  
09 10:17:31  ;  56.154375 ;  34.893628333  
09 10:17:36  ;  56.149386667 ;  34.892718333  
09 10:17:41  ;  56.144403333 ;  34.89178  
09 10:17:46  ;  56.13942 ;  34.890838333  
09 10:17:51  ;  56.134435 ;  34.889886667  
09 10:17:56  ;  56.129446667 ;  34.888945  
09 10:18:01  ;  56.124451667 ;  34.888021667  
09 10:18:06  ;  56.119448333 ;  34.887105  
09 10:18:11  ;  56.114443333 ;  34.88619  
09 10:18:16  ;  56.109436667 ;  34.885306667  
09 10:18:21  ;  56.10443 ;  34.884455  
09 10:18:26  ;  56.099425 ;  34.883613333  
09 10:18:31  ;  56.09442 ;  34.88276  
09 10:18:36  ;  56.089413333 ;  34.88188  
09 10:18:41  ;  56.08441 ;  34.880985  
09 10:18:46  ;  56.079405 ;  34.880086667  
09 10:18:51  ;  56.07439 ;  34.879208333  
09 10:18:56  ;  56.069373333 ;  34.878356667  
09 10:19:01  ;  56.064353333 ;  34.877651667  
09 10:19:06  ;  56.059335 ;  34.87704  
09 10:19:11  ;  56.054316667 ;  34.876456667  
09 10:19:16  ;  56.049296667 ;  34.875876667  
09 10:19:21  ;  56.044271667 ;  34.875301667  
09 10:19:26  ;  56.039245 ;  34.874715  
09 10:19:31  ;  56.034213333 ;  34.874126667  
09 10:19:36  ;  56.029176667 ;  34.873538333  
09 10:19:41  ;  56.024133333 ;  34.87295  
09 10:19:46  ;  56.019088333 ;  34.872373333  
09 10:19:51  ;  56.014051667 ;  34.871798333  
09 10:19:56  ;  56.009013333 ;  34.871233333  
09 10:20:01  ;  56.003971667 ;  34.870668333  
09 10:20:06  ;  55.99893 ;  34.870101667  
09 10:20:11  ;  55.993885 ;  34.869531667  
09 10:20:16  ;  55.988836667 ;  34.868961667  
09 10:20:21  ;  55.983793333 ;  34.868388333  
09 10:20:26  ;  55.978748333 ;  34.86782  
09 10:20:31  ;  55.973703333 ;  34.867261667  
09 10:20:36  ;  55.968658333 ;  34.866711667  
09 10:20:41  ;  55.963615 ;  34.866163333  
09 10:20:46  ;  55.958568333 ;  34.86562  
09 10:20:51  ;  55.953526667 ;  34.865078333  
09 10:20:56  ;  55.948483333 ;  34.864543333  
09 10:21:01  ;  55.94343 ;  34.86402  
09 10:21:06  ;  55.938375 ;  34.863501667  
09 10:21:11  ;  55.933326667 ;  34.862976667  
09 10:21:16  ;  55.928288333 ;  34.862443333  
09 10:21:21  ;  55.923251667 ;  34.861916667  
09 10:21:26  ;  55.91821 ;  34.86139  
09 10:21:31  ;  55.913165 ;  34.860851667  
09 10:21:36  ;  55.908118333 ;  34.8603  
09 10:21:41  ;  55.90308 ;  34.85974  
09 10:21:46  ;  55.898053333 ;  34.859183333  
09 10:21:51  ;  55.893025 ;  34.858643333  
09 10:21:56  ;  55.887983333 ;  34.85813  
09 10:22:01  ;  55.882938333 ;  34.857626667  
09 10:22:06  ;  55.877898333 ;  34.85712  
09 10:22:11  ;  55.872861667 ;  34.856606667  
09 10:22:16  ;  55.86783 ;  34.856093333  
09 10:22:21  ;  55.862801667 ;  34.855588333  
09 10:22:26  ;  55.857775 ;  34.855098333  
09 10:22:31  ;  55.852733333 ;  34.85463  
09 10:22:36  ;  55.847695 ;  34.854138333  
09 10:22:41  ;  55.842653333 ;  34.853633333  
09 10:22:46  ;  55.837613333 ;  34.853135  
09 10:22:51  ;  55.832578333 ;  34.8529  
09 10:22:56  ;  55.827546667 ;  34.853228333  
09 10:23:01  ;  55.82254 ;  34.85417  
09 10:23:06  ;  55.817598333 ;  34.855731667  
09 10:23:11  ;  55.81275 ;  34.857918333  
09 10:23:16  ;  55.808028333 ;  34.860706667  
09 10:23:21  ;  55.803393333 ;  34.863835  
09 10:23:26  ;  55.798786667 ;  34.867051667  
